"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents
12989,"$1 under $25,000",130,100,**,**,40,130,20
12989,"$25,000 under $50,000",120,70,50,30,50,200,50
12989,"$50,000 under $75,000",90,30,50,**,30,170,40
12989,"$75,000 under $100,000",50,**,40,**,20,110,20
12989,"$100,000 under $200,000",60,**,60,**,40,150,30
12989,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
12992,,"2,300","1,020","1,000",250,"1,020","4,340","1,170"
12992,"$1 under $25,000",820,570,140,110,290,1090,250
12992,"$25,000 under $50,000",630,310,190,100,270,1120,300
12992,"$50,000 under $75,000",340,100,210,40,160,750,210
12992,"$75,000 under $100,000",240,40,200,**,130,600,160
12992,"$100,000 under $200,000",270,**,260,**,170,780,250
12992,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
12993,,750,340,340,80,450,"1,390",350
12993,"$1 under $25,000",270,190,50,30,150,350,70
12993,"$25,000 under $50,000",180,90,60,50,100,320,90
12993,"$50,000 under $75,000",110,30,80,**,70,250,60
12993,"$75,000 under $100,000",80,30,50,**,50,170,40
12993,"$100,000 under $200,000",110,**,100,**,80,300,90
12993,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
12996,,950,470,380,90,370,"1,610",360
12996,"$1 under $25,000",340,240,60,30,110,410,70
12996,"$25,000 under $50,000",270,140,80,60,90,460,110
12996,"$50,000 under $75,000",160,60,90,**,70,320,80
12996,"$75,000 under $100,000",90,30,70,**,50,190,40
12996,"$100,000 under $200,000",90,**,80,0,50,230,60
12996,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
12997,,590,300,240,60,270,970,230
12997,"$1 under $25,000",220,160,30,30,90,240,60
12997,"$25,000 under $50,000",160,90,50,30,60,250,50
12997,"$50,000 under $75,000",80,50,50,**,40,160,30
12997,"$75,000 under $100,000",60,**,50,**,40,150,40
12997,"$100,000 under $200,000",70,**,60,**,40,170,50
12997,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
12998,,220,90,70,50,140,480,190
12998,"$1 under $25,000",100,50,**,50,60,190,90
12998,"$25,000 under $50,000",60,40,50,**,60,140,70
12998,"$50,000 under $75,000",30,**,**,**,**,70,**
12998,"$75,000 under $100,000",30,**,20,**,20,80,30
12998,"$100,000 under $200,000",**,**,**,**,**,**,**
12998,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13021,,"18,400","9,620","6,000","2,480","10,340","32,140","9,070"
13021,"$1 under $25,000",7190,5210,740,1140,3430,9260,2630
13021,"$25,000 under $50,000",4530,2640,930,850,2360,7530,2090
13021,"$50,000 under $75,000",2730,1210,1130,320,1750,5190,1330
13021,"$75,000 under $100,000",1640,340,1180,110,1120,3850,1040
13021,"$100,000 under $200,000",1950,190,1700,60,1390,5320,1670
13021,"$200,000 or more",360,30,320,**,290,990,310
,,,,,,,,
13026,,630,330,250,60,330,"1,150",310
13026,"$1 under $25,000",200,170,**,**,90,220,50
13026,"$25,000 under $50,000",140,90,50,60,70,260,80
13026,"$50,000 under $75,000",110,50,60,**,60,230,60
13026,"$75,000 under $100,000",70,20,50,**,40,170,50
13026,"$100,000 under $200,000",110,**,90,**,70,270,70
13026,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13027,,"16,930","7,880","7,010","1,670","9,170","31,650","9,130"
13027,"$1 under $25,000",4900,3860,480,500,2230,5020,1060
13027,"$25,000 under $50,000",3640,2180,750,590,1750,5850,1470
13027,"$50,000 under $75,000",2580,1100,1040,330,1490,4890,1270
13027,"$75,000 under $100,000",1800,430,1210,130,1100,4220,1210
13027,"$100,000 under $200,000",3210,270,2790,120,1990,9210,3200
13027,"$200,000 or more",800,40,740,**,610,2460,920
,,,,,,,,
13028,,570,250,230,70,330,"1,080",280
13028,"$1 under $25,000",200,130,40,30,100,300,80
13028,"$25,000 under $50,000",140,70,40,40,80,270,80
13028,"$50,000 under $75,000",110,50,60,**,70,220,40
13028,"$75,000 under $100,000",60,**,40,**,40,130,30
13028,"$100,000 under $200,000",60,**,50,0,40,160,50
13028,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13029,,"3,520","1,620","1,510",350,"2,020","6,630","1,890"
13029,"$1 under $25,000",1050,820,100,130,500,1150,280
13029,"$25,000 under $50,000",740,450,170,110,390,1200,290
13029,"$50,000 under $75,000",520,200,240,60,320,1020,270
13029,"$75,000 under $100,000",430,90,310,50,280,1050,310
13029,"$100,000 under $200,000",640,60,570,**,420,1820,610
13029,"$200,000 or more",140,**,120,**,110,390,130
,,,,,,,,
13030,,"2,000",980,780,220,"1,050","3,520",820
13030,"$1 under $25,000",640,480,80,70,290,770,150
13030,"$25,000 under $50,000",540,310,140,90,260,900,220
13030,"$50,000 under $75,000",340,130,170,60,190,670,160
13030,"$75,000 under $100,000",190,30,140,**,110,430,90
13030,"$100,000 under $200,000",240,30,210,**,160,620,170
13030,"$200,000 or more",50,**,40,**,40,130,30
,,,,,,,,
13031,,"8,500","4,200","3,420",700,"4,580","15,290","4,120"
13031,"$1 under $25,000",2500,2040,260,180,1140,2370,360
13031,"$25,000 under $50,000",1830,1120,410,240,920,2870,640
13031,"$50,000 under $75,000",1350,610,500,180,760,2500,640
13031,"$75,000 under $100,000",940,260,600,60,570,2130,590
13031,"$100,000 under $200,000",1540,150,1340,40,960,4380,1490
13031,"$200,000 or more",340,20,310,**,230,1040,400
,,,,,,,,
13032,,"5,900","2,850","2,240",710,"3,150","10,870","3,130"
13032,"$1 under $25,000",2180,1570,270,310,1040,2820,750
13032,"$25,000 under $50,000",1560,830,410,270,810,2830,870
13032,"$50,000 under $75,000",920,300,510,90,540,1950,530
13032,"$75,000 under $100,000",550,80,440,40,340,1440,450
13032,"$100,000 under $200,000",600,70,530,**,350,1610,480
13032,"$200,000 or more",90,**,80,**,70,220,50
,,,,,,,,
13033,,"1,710",730,760,170,940,"3,420","1,080"
13033,"$1 under $25,000",530,390,80,60,250,690,190
13033,"$25,000 under $50,000",460,220,140,80,240,870,280
13033,"$50,000 under $75,000",320,90,190,30,190,740,230
13033,"$75,000 under $100,000",190,30,160,**,110,540,200
13033,"$100,000 under $200,000",210,**,190,**,150,580,180
13033,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13034,,860,390,370,80,470,"1,590",410
13034,"$1 under $25,000",280,200,40,30,130,350,80
13034,"$25,000 under $50,000",210,110,60,30,110,360,90
13034,"$50,000 under $75,000",130,50,70,20,80,290,80
13034,"$75,000 under $100,000",90,30,70,**,60,210,50
13034,"$100,000 under $200,000",130,**,130,0,90,340,110
13034,"$200,000 or more",20,**,**,0,**,40,**
,,,,,,,,
13035,,"3,880","1,730","1,810",260,"2,400","7,440","2,170"
13035,"$1 under $25,000",1140,950,100,80,600,1020,190
13035,"$25,000 under $50,000",680,380,210,70,380,1120,250
13035,"$50,000 under $75,000",510,190,240,50,330,1050,300
13035,"$75,000 under $100,000",430,100,290,30,280,1010,290
13035,"$100,000 under $200,000",750,80,640,30,510,2160,770
13035,"$200,000 or more",370,30,330,**,300,1080,370
,,,,,,,,
13036,,"4,140","1,970","1,620",460,"2,230","7,700","2,190"
13036,"$1 under $25,000",1390,1010,190,170,620,1770,440
13036,"$25,000 under $50,000",1110,630,250,190,570,1880,530
13036,"$50,000 under $75,000",650,220,340,70,380,1370,370
13036,"$75,000 under $100,000",410,60,330,30,260,1030,290
13036,"$100,000 under $200,000",540,50,480,**,370,1520,510
13036,"$200,000 or more",40,**,30,**,30,130,50
,,,,,,,,
13037,,"4,380","2,030","1,850",440,"2,410","8,260","2,350"
13037,"$1 under $25,000",1410,1110,140,150,680,1600,350
13037,"$25,000 under $50,000",1050,560,270,190,530,1780,470
13037,"$50,000 under $75,000",630,220,330,60,370,1310,350
13037,"$75,000 under $100,000",470,80,370,40,290,1200,360
13037,"$100,000 under $200,000",700,60,630,**,450,2010,680
13037,"$200,000 or more",120,**,110,**,90,360,140
,,,,,,,,
13039,,"8,830","4,090","3,790",760,"4,850","16,590","4,930"
13039,"$1 under $25,000",2630,2140,260,200,1200,2480,520
13039,"$25,000 under $50,000",1720,1010,380,270,870,2780,690
13039,"$50,000 under $75,000",1280,550,510,170,720,2420,640
13039,"$75,000 under $100,000",1020,210,710,70,650,2450,720
13039,"$100,000 under $200,000",1810,150,1600,50,1140,5360,1950
13039,"$200,000 or more",370,30,330,**,270,1100,410
,,,,,,,,
13040,,"1,170",510,520,140,640,"2,310",690
13040,"$1 under $25,000",430,270,90,70,210,650,190
13040,"$25,000 under $50,000",320,160,110,50,170,610,170
13040,"$50,000 under $75,000",210,80,130,20,120,480,140
13040,"$75,000 under $100,000",100,**,90,**,70,280,100
13040,"$100,000 under $200,000",110,**,100,**,70,290,90
13040,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13041,,"5,710","2,510","2,500",550,"3,000","11,040","3,330"
13041,"$1 under $25,000",1610,1250,170,150,710,1660,360
13041,"$25,000 under $50,000",1190,670,270,200,590,2000,540
13041,"$50,000 under $75,000",940,350,420,120,520,1940,590
13041,"$75,000 under $100,000",780,140,580,50,450,2000,640
13041,"$100,000 under $200,000",1050,100,930,30,630,3000,1030
13041,"$200,000 or more",140,**,130,**,100,440,170
,,,,,,,,
13042,,"1,050",460,410,140,520,"1,970",580
13042,"$1 under $25,000",380,250,50,60,170,520,150
13042,"$25,000 under $50,000",280,130,80,60,140,540,180
13042,"$50,000 under $75,000",160,50,90,20,80,370,120
13042,"$75,000 under $100,000",120,30,90,**,60,270,70
13042,"$100,000 under $200,000",110,**,100,**,70,270,60
13042,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13044,,"1,230",530,520,140,670,"2,310",630
13044,"$1 under $25,000",400,260,60,60,190,550,150
13044,"$25,000 under $50,000",330,170,100,50,170,600,170
13044,"$50,000 under $75,000",190,70,100,30,110,360,80
13044,"$75,000 under $100,000",130,30,100,**,80,330,100
13044,"$100,000 under $200,000",150,**,130,**,120,400,130
13044,"$200,000 or more",30,**,30,0,**,70,**
,,,,,,,,
13045,,"11,300","5,940","3,850","1,330","5,260","19,960","5,580"
13045,"$1 under $25,000",4330,3220,440,610,1700,5460,1450
13045,"$25,000 under $50,000",2930,1690,670,500,1320,5060,1460
13045,"$50,000 under $75,000",1630,670,770,150,830,3270,870
13045,"$75,000 under $100,000",980,230,710,40,530,2310,620
13045,"$100,000 under $200,000",1230,130,1080,30,730,3320,1010
13045,"$200,000 or more",200,**,180,**,150,540,170
,,,,,,,,
13052,,850,400,380,70,480,"1,630",460
13052,"$1 under $25,000",290,210,50,30,150,380,90
13052,"$25,000 under $50,000",250,120,90,40,130,490,150
13052,"$50,000 under $75,000",120,40,70,**,70,260,80
13052,"$75,000 under $100,000",90,30,70,**,60,210,50
13052,"$100,000 under $200,000",100,**,100,0,70,290,90
13052,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13053,,"2,170","1,070",840,220,950,"3,870","1,030"
13053,"$1 under $25,000",710,540,80,80,250,840,200
13053,"$25,000 under $50,000",530,320,120,80,210,870,220
13053,"$50,000 under $75,000",320,140,130,30,150,600,160
13053,"$75,000 under $100,000",230,40,170,30,120,540,140
13053,"$100,000 under $200,000",340,30,300,**,190,920,290
13053,"$200,000 or more",40,**,40,**,30,100,20
,,,,,,,,
13054,,700,340,290,70,360,"1,340",420
13054,"$1 under $25,000",250,180,40,30,110,330,90
13054,"$25,000 under $50,000",190,110,60,40,90,340,100
13054,"$50,000 under $75,000",110,50,60,**,60,240,70
13054,"$75,000 under $100,000",80,**,60,**,50,200,70
13054,"$100,000 under $200,000",70,**,70,**,50,230,90
13054,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13057,,"7,800","4,160","2,650",880,"4,050","13,420","3,530"
13057,"$1 under $25,000",2620,2040,280,270,1170,2980,620
13057,"$25,000 under $50,000",2070,1220,410,390,980,3430,960
13057,"$50,000 under $75,000",1210,550,490,140,710,2300,600
13057,"$75,000 under $100,000",800,200,550,50,500,1830,480
13057,"$100,000 under $200,000",940,120,790,30,570,2480,750
13057,"$200,000 or more",160,30,130,**,120,400,120
,,,,,,,,
13060,,"1,410",670,560,160,800,"2,560",680
13060,"$1 under $25,000",480,350,70,60,240,580,130
13060,"$25,000 under $50,000",360,200,90,60,190,610,150
13060,"$50,000 under $75,000",230,80,130,40,130,490,130
13060,"$75,000 under $100,000",140,40,100,**,90,340,100
13060,"$100,000 under $200,000",170,**,150,**,130,470,150
13060,"$200,000 or more",30,**,20,0,20,70,20
,,,,,,,,
13061,,510,240,230,40,330,940,230
13061,"$1 under $25,000",150,110,**,**,80,180,50
13061,"$25,000 under $50,000",120,70,60,40,80,200,40
13061,"$50,000 under $75,000",90,30,50,**,70,190,40
13061,"$75,000 under $100,000",60,30,40,**,40,130,30
13061,"$100,000 under $200,000",90,**,80,**,60,240,70
13061,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13063,,900,380,430,60,530,"1,760",530
13063,"$1 under $25,000",260,210,30,**,130,250,50
13063,"$25,000 under $50,000",190,90,60,40,110,360,110
13063,"$50,000 under $75,000",150,50,80,20,100,310,90
13063,"$75,000 under $100,000",100,30,70,**,60,240,70
13063,"$100,000 under $200,000",170,**,160,**,110,510,180
13063,"$200,000 or more",30,**,30,0,20,90,30
,,,,,,,,
13066,,"6,590","3,150","2,880",440,"4,110","12,240","3,400"
13066,"$1 under $25,000",1740,1480,140,100,940,1510,250
13066,"$25,000 under $50,000",1060,690,210,120,580,1570,310
13066,"$50,000 under $75,000",850,460,260,110,520,1460,350
13066,"$75,000 under $100,000",680,220,390,40,440,1430,360
13066,"$100,000 under $200,000",1400,220,1110,70,920,3750,1240
13066,"$200,000 or more",860,80,770,**,710,2520,890
,,,,,,,,
13068,,"2,520","1,230",960,260,"1,020","4,550","1,220"
13068,"$1 under $25,000",800,600,100,90,280,970,230
13068,"$25,000 under $50,000",660,370,150,120,240,1140,330
13068,"$50,000 under $75,000",420,170,190,50,180,820,210
13068,"$75,000 under $100,000",260,50,190,**,120,610,160
13068,"$100,000 under $200,000",330,40,290,**,170,880,250
13068,"$200,000 or more",50,**,40,0,30,130,40
,,,,,,,,
13069,,"10,620","4,950","3,950","1,560","5,080","20,510","6,520"
13069,"$1 under $25,000",4240,2820,590,750,1650,6260,2010
13069,"$25,000 under $50,000",2780,1380,790,560,1240,5340,1780
13069,"$50,000 under $75,000",1590,510,880,170,900,3540,1070
13069,"$75,000 under $100,000",930,150,720,50,560,2400,740
13069,"$100,000 under $200,000",980,90,870,30,640,2670,820
13069,"$200,000 or more",100,**,100,0,90,300,100
,,,,,,,,
13071,,480,200,200,50,270,870,230
13071,"$1 under $25,000",170,110,30,20,70,220,50
13071,"$25,000 under $50,000",120,60,40,30,70,220,60
13071,"$50,000 under $75,000",80,30,40,**,50,160,40
13071,"$75,000 under $100,000",50,**,40,**,40,130,40
13071,"$100,000 under $200,000",60,**,50,**,40,140,40
13071,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13072,,360,180,150,30,210,640,170
13072,"$1 under $25,000",150,100,40,**,80,210,50
13072,"$25,000 under $50,000",110,60,40,30,70,210,60
13072,"$50,000 under $75,000",50,20,50,**,30,120,60
13072,"$75,000 under $100,000",30,**,**,0,30,50,**
13072,"$100,000 under $200,000",20,**,20,0,**,50,**
13072,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13073,,"3,010","1,410","1,230",320,"1,390","5,610","1,550"
13073,"$1 under $25,000",1020,740,140,120,430,1290,320
13073,"$25,000 under $50,000",790,450,200,120,350,1360,370
13073,"$50,000 under $75,000",500,170,270,60,240,1090,320
13073,"$75,000 under $100,000",300,30,250,20,160,780,230
13073,"$100,000 under $200,000",370,20,340,**,180,990,280
13073,"$200,000 or more",30,**,30,0,30,100,30
,,,,,,,,
13074,,"1,900",840,750,270,940,"3,720","1,190"
13074,"$1 under $25,000",720,450,110,140,290,1110,390
13074,"$25,000 under $50,000",520,260,170,90,260,1020,320
13074,"$50,000 under $75,000",290,90,160,40,150,640,190
13074,"$75,000 under $100,000",190,40,150,**,110,480,150
13074,"$100,000 under $200,000",180,**,160,**,130,470,140
13074,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13076,,"1,110",520,470,110,590,"2,110",620
13076,"$1 under $25,000",360,260,50,40,170,460,140
13076,"$25,000 under $50,000",300,160,90,50,150,540,150
13076,"$50,000 under $75,000",170,70,90,20,90,370,110
13076,"$75,000 under $100,000",130,30,100,**,80,320,90
13076,"$100,000 under $200,000",150,**,140,**,100,420,130
13076,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13077,,"3,210","1,540","1,220",370,"1,600","5,940","1,780"
13077,"$1 under $25,000",1100,810,130,140,490,1300,330
13077,"$25,000 under $50,000",830,450,200,150,370,1470,440
13077,"$50,000 under $75,000",520,200,250,60,270,1100,330
13077,"$75,000 under $100,000",320,50,250,20,190,830,260
13077,"$100,000 under $200,000",370,30,330,**,230,1050,350
13077,"$200,000 or more",70,**,60,**,50,190,70
,,,,,,,,
13078,,"4,550","1,960","2,240",270,"2,750","9,040","2,700"
13078,"$1 under $25,000",1200,970,140,80,620,1120,210
13078,"$25,000 under $50,000",750,460,180,80,380,1190,270
13078,"$50,000 under $75,000",580,250,260,60,330,1140,300
13078,"$75,000 under $100,000",410,110,270,20,270,960,280
13078,"$100,000 under $200,000",960,120,800,30,620,2690,930
13078,"$200,000 or more",650,50,590,**,530,1940,710
,,,,,,,,
13080,,"1,660",770,700,180,910,"3,100",830
13080,"$1 under $25,000",540,400,70,60,260,640,130
13080,"$25,000 under $50,000",400,220,110,70,190,700,190
13080,"$50,000 under $75,000",290,100,150,50,160,620,170
13080,"$75,000 under $100,000",190,30,150,**,130,470,130
13080,"$100,000 under $200,000",220,20,200,**,150,600,180
13080,"$200,000 or more",20,**,20,0,20,70,30
,,,,,,,,
13081,,510,230,240,30,260,950,230
13081,"$1 under $25,000",150,110,30,30,60,190,40
13081,"$25,000 under $50,000",110,60,30,**,50,190,50
13081,"$50,000 under $75,000",100,40,50,**,50,190,40
13081,"$75,000 under $100,000",60,20,50,0,40,160,40
13081,"$100,000 under $200,000",70,**,80,0,60,170,60
13081,"$200,000 or more",20,**,**,0,**,50,**
,,,,,,,,
13082,,"2,310","1,130",920,250,"1,260","4,160","1,090"
13082,"$1 under $25,000",800,610,100,80,370,930,190
13082,"$25,000 under $50,000",610,330,160,110,320,1080,320
13082,"$50,000 under $75,000",350,140,190,30,210,720,180
13082,"$75,000 under $100,000",240,50,180,30,150,570,150
13082,"$100,000 under $200,000",290,**,270,**,210,790,230
13082,"$200,000 or more",20,**,20,**,**,70,20
,,,,,,,,
13083,,810,340,360,80,430,"1,600",480
13083,"$1 under $25,000",290,200,40,40,140,400,120
13083,"$25,000 under $50,000",190,80,80,40,90,390,110
13083,"$50,000 under $75,000",150,60,90,**,80,340,100
13083,"$75,000 under $100,000",80,**,60,**,50,200,60
13083,"$100,000 under $200,000",100,**,90,**,70,270,90
13083,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13084,,"2,170",980,930,200,"1,180","4,010","1,070"
13084,"$1 under $25,000",630,490,70,60,270,710,160
13084,"$25,000 under $50,000",490,280,120,80,270,820,210
13084,"$50,000 under $75,000",350,130,160,40,190,680,170
13084,"$75,000 under $100,000",260,50,190,20,160,620,180
13084,"$100,000 under $200,000",360,30,320,**,230,970,290
13084,"$200,000 or more",80,**,70,**,60,210,60
,,,,,,,,
13088,,"11,860","6,570","3,790","1,250","6,100","19,830","4,860"
13088,"$1 under $25,000",3690,2820,410,400,1720,4430,960
13088,"$25,000 under $50,000",3450,2190,650,520,1530,5390,1310
13088,"$50,000 under $75,000",2050,1000,760,220,1160,3740,940
13088,"$75,000 under $100,000",1220,350,780,70,750,2670,670
13088,"$100,000 under $200,000",1270,180,1050,40,800,3180,870
13088,"$200,000 or more",180,30,140,**,140,420,110
,,,,,,,,
13090,,"15,580","7,700","5,860","1,690","7,660","28,310","8,330"
13090,"$1 under $25,000",4780,3750,440,530,2040,4970,1190
13090,"$25,000 under $50,000",3680,2200,710,670,1600,6070,1700
13090,"$50,000 under $75,000",2430,1110,930,290,1260,4680,1320
13090,"$75,000 under $100,000",1720,390,1160,120,960,4120,1240
13090,"$100,000 under $200,000",2550,230,2240,80,1510,7250,2460
13090,"$200,000 or more",420,20,380,**,290,1220,420
,,,,,,,,
13092,,"1,130",480,460,160,590,"2,230",680
13092,"$1 under $25,000",410,270,70,70,200,600,170
13092,"$25,000 under $50,000",320,140,100,60,160,620,200
13092,"$50,000 under $75,000",150,40,90,30,80,350,110
13092,"$75,000 under $100,000",120,30,90,**,70,310,100
13092,"$100,000 under $200,000",130,**,110,**,80,350,100
13092,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13101,,"1,150",510,450,180,610,"2,260",700
13101,"$1 under $25,000",420,290,60,70,200,600,180
13101,"$25,000 under $50,000",320,150,90,80,160,610,200
13101,"$50,000 under $75,000",200,50,120,30,120,490,160
13101,"$75,000 under $100,000",120,20,100,**,70,310,90
13101,"$100,000 under $200,000",90,**,80,**,60,250,70
13101,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13103,,160,70,40,40,70,320,110
13103,"$1 under $25,000",80,50,20,**,30,130,40
13103,"$25,000 under $50,000",50,20,**,40,40,100,40
13103,"$50,000 under $75,000",30,**,20,**,**,90,30
13103,"$75,000 under $100,000",**,**,**,**,**,**,**
13103,"$100,000 under $200,000",**,**,**,**,**,**,**
13103,"$200,000 or more",0,0,0,0,0,0,0
,,,,,,,,
13104,,"7,730","3,380","3,700",500,"4,550","15,700","5,180"
13104,"$1 under $25,000",2120,1810,160,130,1050,1680,290
